_id,year,title,gross_box_office,max_theater,open_theater,open_week,opening,Distributor,Domestic
66134b40ab14b5df5ef9244d,2010,Going the Distance,"$2,022,192 ",238,238,2-Sep,"$759,172 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef9244e,2010,The Spy Next Door,"$1,885,876 ",139,34,25-Mar,"$213,400 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef9244f,2010,StreetDance 2,"$1,838,689 ",127,127,27-May,"$643,852 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef92450,2010,From Paris with Love,"$1,743,558 ",157,153,18-Feb,"$487,605 ","[ ""Hoyts Distribution"" ]",AU
66134b40ab14b5df5ef92451,2010,Devil,"$1,658,511 ",147,147,2-Dec,"$484,431 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef92452,2010,Wild Target,"$1,616,234 ",258,258,11-Nov,"$553,085 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef92453,2010,Boy,"$1,602,517 ",50,41,26-Aug,"$247,397 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef92454,2010,I Love You Too,"$1,597,474 ",228,228,6-May,"$776,714 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef92455,2010,The Kids Are All Right,"$1,538,415 ",61,59,2-Sep,"$302,659 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef92456,2010,Cop Out,"$1,455,162 ",349,146,18-Mar,"$581,031 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef92457,2010,Harry Brown,"$1,407,625 ",73,52,20-May,"$287,015 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef92458,2010,A Single Man,"$1,380,617 ",30,26,25-Feb,"$235,216 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef92459,2010,Made in Dagenham,"$1,367,962 ",91,90,28-Oct,"$227,296 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef9245a,2010,The Men Who Stare at Goats,"$1,326,574 ",58,58,4-Mar,"$435,304 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef9245b,2010,Hubble,"$1,300,333 ",22,5,12-Aug,"$64,911 ","[ ""IMAX"" ]",AU
66134b40ab14b5df5ef9245c,2010,Buried,"$1,289,137 ",148,148,7-Oct,"$654,346 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef9245d,2010,Sarah's Key,"$1,257,172 ",32,-,23-Dec,-,"[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef9245e,2010,Precious,"$1,223,232 ",50,27,4-Feb,"$216,512 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef9245f,2010,Remember Me,"$1,216,554 ",174,173,11-Mar,"$467,773 ","[ ""Hoyts Distribution"" ]",AU
66134b40ab14b5df5ef92460,2010,The Last Exorcism,"$1,206,443 ",150,150,25-Nov,"$447,016 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef92461,2010,The American,"$1,156,646 ",57,57,11-Nov,"$372,581 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef92462,2010,The Road,"$1,135,520 ",66,61,28-Jan,"$429,607 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef92463,2010,The Last Station,"$1,040,696 ",50,26,1-Apr,"$193,966 ","[ ""Becker Film Group"" ]",AU
66134b40ab14b5df5ef92464,2010,Blue Valentine,"$1,021,402 ",31,21,27-Dec,"$163,171 ","[ ""Palace Films"" ]",AU
66134b40ab14b5df5ef92465,2010,Let Me In,"$918,014 ",151,150,14-Oct,"$407,531 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef92466,2010,The Rebound,"$882,937 ",190,189,18-Mar,"$381,100 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef92467,2010,Crazy Heart,"$873,124 ",76,56,18-Feb,"$199,782 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef92468,2010,Toy Story,"$871,836 ",125,125,21-Jan,"$308,669 ","[ ""Walt Disney Pictures"" ]",AU
66134b40ab14b5df5ef92469,2010,Mother and Child,"$854,432 ",39,30,17-Jun,"$149,130 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef9246a,2010,Micmacs,"$820,923 ",32,27,1-Apr,"$132,229 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef9246b,2010,My Name Is Khan,"$785,538 ",37,37,11-Feb,"$388,758 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef9246c,2010,Avatar,"$707,524 ",-,-,26-Aug,-,"[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef9246d,2010,Somewhere,"$690,030 ",42,42,16-Dec,"$53,429 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef9246e,2010,The Losers,"$658,469 ",116,116,27-May,"$373,845 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef9246f,2010,The Concert,"$648,823 ",36,28,29-Apr,"$123,377 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef92470,2010,Les Misérables in Concert: The 25th Anniversary,"$647,811 ",83,83,21-Oct,"$332,703 ","[ ""Rialto Distribution"" ]",AU
66134b40ab14b5df5ef92471,2010,The Secret in Their Eyes,"$643,784 ",22,20,27-May,"$102,832 ","[ ""Rialto Distribution"" ]",AU
66134b40ab14b5df5ef92472,2010,Welcome,"$558,706 ",23,17,1-Apr,"$77,057 ","[ ""Palace Films"" ]",AU
66134b40ab14b5df5ef92473,2010,Matching Jack,"$553,424 ",186,186,19-Aug,"$230,886 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef92474,2010,Heartbreaker,"$551,652 ",25,-,26-Dec,-,"[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef92475,2010,The Waiting City,"$500,641 ",34,25,15-Jul,"$119,021 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef92476,2010,Legion,"$446,200 ",89,89,2-Jun,"$259,262 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef92477,2010,The Special Relationship,"$444,762 ",52,52,5-Aug,"$155,473 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef92478,2010,Exit Through the Gift Shop,"$432,259 ",9,4,3-Jun,"$36,892 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef92479,2010,The Hedgehog,"$417,414 ",20,17,8-Jul,"$91,628 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef9247a,2010,Me and Orson Welles,"$395,211 ",29,25,29-Jul,"$97,348 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef9247b,2010,In the Loop,"$382,300 ",25,18,21-Jan,"$89,488 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef9247c,2010,Winter's Bone,"$378,951 ",19,12,11-Nov,"$79,748 ",null,AU
66134b40ab14b5df5ef9247d,2010,Golmaal 3,"$349,134 ",18,18,4-Nov,"$187,631 ","[ ""Eros Worldwide"" ]",AU
66134b40ab14b5df5ef9247e,2010,Raajneeti,"$335,967 ",16,15,3-Jun,"$178,790 ","[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef9247f,2010,Father of My Children,"$335,260 ",19,17,26-Aug,"$68,541 ","[ ""Palace Films"" ]",AU
66134b40ab14b5df5ef92480,2010,The Runaways,"$325,928 ",33,33,15-Jul,"$119,721 ","[ ""Hoyts Distribution"" ]",AU
66134b40ab14b5df5ef92481,2011,Harry Potter and the Deathly Hallows: Part 2,"$51,328,689 ",759,754,13-Jul,"$19,570,859 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef92482,2010,Creation,"$309,222 ",42,40,15-Jul,"$99,812 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef92483,2011,Transformers: Dark of the Moon,"$38,820,321 ",596,595,29-Jun,"$13,378,024 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef92484,2010,Farewell,"$307,533 ",17,17,2-Jul,"$93,875 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef92485,2010,Machete,"$304,337 ",50,50,11-Nov,"$148,634 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef92486,2011,The Hangover Part II,"$35,371,018 ",427,424,26-May,"$12,089,366 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef92487,2010,Red Hill,"$300,336 ",60,58,25-Nov,"$107,018 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef92488,2011,Pirates of the Caribbean: On Stranger Tides,"$29,006,640 ",620,620,19-May,"$10,561,271 ","[ ""Walt Disney Pictures"" ]",AU
66134b40ab14b5df5ef92489,2010,Coco Chanel & Igor Stravinsky,"$278,556 ",30,29,15-Apr,"$95,795 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef9248a,2011,Bridesmaids,"$28,688,657 ",372,369,16-Jun,"$4,406,520 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef9248b,2010,Soul Kitchen,"$274,059 ",13,9,6-May,"$58,395 ","[ ""Sharmill Films"" ]",AU
66134b40ab14b5df5ef9248c,2011,Fast Five,"$26,794,607 ",380,380,20-Apr,"$7,990,611 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef9248d,2010,Kites,"$272,835 ",32,31,20-May,"$175,946 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef9248e,2011,The Smurfs,"$21,457,938 ",458,458,15-Sep,"$2,649,648 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef9248f,2010,Tees Maar Khan,"$267,680 ",19,-,23-Dec,-,"[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef92490,2011,Cars 2,"$20,811,602 ",502,502,23-Jun,"$5,159,522 ","[ ""Walt Disney Pictures"" ]",AU
66134b40ab14b5df5ef92491,2010,Agora,"$259,206 ",10,9,18-Nov,"$52,530 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef92492,2011,Red Dog,"$20,678,095 ",345,245,4-Aug,"$1,863,053 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef92493,2010,Dabangg,"$255,674 ",14,14,9-Sep,"$123,303 ","[ ""Eros Worldwide"" ]",AU
66134b40ab14b5df5ef92494,2011,Kung Fu Panda 2,"$20,219,645 ",467,448,23-Jun,"$4,491,515 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef92495,2010,The Loved Ones,"$254,170 ",89,89,4-Nov,"$121,809 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef92496,2011,Thor,"$20,135,378 ",395,395,21-Apr,"$5,752,130 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef92497,2010,City Island,"$244,252 ",11,11,27-May,"$35,383 ",null,AU
66134b40ab14b5df5ef92498,2011,The Twilight Saga: Breaking Dawn - Part 1,"$18,959,226 ",618,618,16-Nov,"$12,124,312 ","[ ""Hoyts Distribution"" ]",AU
66134b40ab14b5df5ef92499,2010,"New York, I Love You","$241,528 ",15,10,13-May,"$62,800 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef9249a,2010,Centurion,"$241,436 ",32,32,29-Jul,"$105,880 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef9249b,2011,Mission: Impossible - Ghost Protocol,"$18,954,599 ",414,414,15-Dec,"$4,116,163 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef9249c,2010,Housefull,"$233,701 ",18,18,29-Apr,"$138,614 ","[ ""Eros Worldwide"" ]",AU
66134b40ab14b5df5ef9249d,2011,Rio,"$17,230,382 ",467,459,7-Apr,"$2,421,931 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef9249e,2010,Chloe,"$232,150 ",11,11,14-Oct,"$61,159 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef9249f,2011,The Adventures of Tintin,"$16,130,802 ",448,442,26-Dec,"$2,999,655 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924a0,2010,Cairo Time,"$226,141 ",13,12,19-Aug,"$48,338 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924a1,2011,Puss in Boots,"$15,642,773 ",512,507,8-Dec,"$2,983,832 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924a2,2010,Monsters,"$218,559 ",22,21,25-Nov,"$67,745 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef924a3,2011,X-Men: First Class,"$15,532,793 ",415,415,2-Jun,"$5,059,575 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef924a4,2010,Brothers,"$218,142 ",22,22,18-Mar,"$85,145 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef924a5,2011,Rise of the Planet of the Apes,"$15,001,863 ",362,359,4-Aug,"$4,902,005 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef924a6,2010,Mel Karade Rabba,"$207,548 ",7,7,15-Jul,"$77,710 ","[ ""Eros Worldwide"" ]",AU
66134b40ab14b5df5ef924a7,2011,Black Swan,"$14,838,638 ",234,168,20-Jan,"$2,202,417 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef924a8,2010,Dynasty,"$202,719 ",2,1,27-May,"$92,699 ","[ ""Warren Miller Entertainment"" ]",AU
66134b40ab14b5df5ef924a9,2011,Yogi Bear,"$14,733,481 ",385,385,20-Jan,"$2,516,048 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef924aa,2010,The Tree,"$200,061 ",21,21,30-Sep,"$67,973 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924ab,2011,Johnny English Reborn,"$13,449,835 ",293,293,15-Sep,"$2,628,344 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef924ac,2010,Raavan,"$194,823 ",35,35,17-Jun,"$124,694 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef924ad,2011,Mr. Popper's Penguins,"$13,061,490 ",287,282,30-Jun,"$1,702,199 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef924ae,2010,The Killer Inside Me,"$181,270 ",31,31,26-Aug,"$80,325 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef924af,2011,Horrible Bosses,"$12,045,751 ",342,339,25-Aug,"$3,355,005 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef924b0,2010,Four Lions,"$176,628 ",11,11,19-Aug,"$50,354 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef924b1,2011,"Crazy, Stupid, Love.","$11,930,139 ",328,327,29-Sep,"$3,448,208 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef924b2,2010,The Disappearance of Alice Creed,"$171,381 ",28,28,9-Sep,"$68,771 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef924b3,2011,Water for Elephants,"$11,597,594 ",392,392,12-May,"$2,780,577 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef924b4,2010,I Hate Luv Storys,"$149,636 ",11,11,1-Jul,"$78,588 ","[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef924b5,2011,Real Steel,"$11,299,835 ",356,356,6-Oct,"$4,158,703 ","[ ""Walt Disney Pictures"" ]",AU
66134b40ab14b5df5ef924b6,2010,Redline,"$148,161 ",7,7,2-Sep,"$44,167 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef924b7,2011,Captain America: The First Avenger,"$11,108,979 ",436,428,28-Jul,"$5,061,705 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924b8,2010,The White Ribbon,"$140,525 ",9,9,6-May,"$47,368 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924b9,2011,Happy Feet Two,"$11,082,388 ",465,465,26-Dec,"$2,261,335 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef924ba,2010,Copacabana Palace,"$120,185 ",11,9,25-Nov,"$29,296 ","[ ""Jump Street Films"" ]",AU
66134b40ab14b5df5ef924bb,2011,War Horse,"$10,922,401 ",242,236,26-Dec,"$2,003,107 ","[ ""Walt Disney Pictures"" ]",AU
66134b40ab14b5df5ef924bc,2010,Celine: Through the Eyes of the World,"$119,274 ",45,45,18-Feb,"$119,274 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef924bd,2011,New Year's Eve,"$10,915,837 ",336,336,8-Dec,"$2,704,710 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef924be,2011,Tower Heist,"$10,852,306 ",252,252,26-Dec,"$2,148,348 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef924bf,2010,The Infidel,"$118,045 ",17,16,16-Sep,"$47,976 ","[ ""Becker Film Group"" ]",AU
66134b40ab14b5df5ef924c0,2011,The Iron Lady,"$10,627,254 ",181,-,26-Dec,-,"[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef924c1,2010,No Problem,"$114,256 ",17,17,9-Dec,"$65,659 ","[ ""Eros Worldwide"" ]",AU
66134b40ab14b5df5ef924c2,2011,Rango,"$10,532,753 ",302,296,10-Mar,"$2,748,504 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924c3,2010,Gainsbourg: A Heroic Life,"$108,786 ",13,13,4-Nov,"$51,045 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef924c4,2011,The Green Hornet,"$9,251,745 ",289,289,20-Jan,"$2,993,972 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef924c5,2010,Mademoiselle Chambon,"$106,940 ",9,7,10-Jun,"$34,762 ","[ ""Sharmill Films"" ]",AU
66134b40ab14b5df5ef924c6,2011,The Inbetweeners,"$9,141,299 ",234,231,24-Nov,"$2,774,344 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef924c7,2010,Splice,"$103,702 ",38,38,12-Aug,"$53,817 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef924c8,2011,In Time,"$9,090,780 ",226,221,27-Oct,"$2,557,302 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef924c9,2010,Anjaana Anjaani,"$103,297 ",13,13,30-Sep,"$103,297 ","[ ""Eros Worldwide"" ]",AU
66134b40ab14b5df5ef924ca,2011,Just Go with It,"$9,025,086 ",311,311,31-Mar,"$2,442,327 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef924cb,2010,My One and Only,"$98,419 ",24,20,11-Mar,"$43,572 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef924cc,2011,Super 8,"$8,991,977 ",380,380,9-Jun,"$2,694,657 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924cd,2010,Furry Vengeance,"$92,093 ",103,1,2-Sep,"$3,185 ","[ ""Hoyts Distribution"" ]",AU
66134b40ab14b5df5ef924ce,2011,Bad Teacher,"$8,746,982 ",244,242,21-Jul,"$3,176,471 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef924cf,2010,Desert Flower,"$89,766 ",2,2,9-Dec,"$6,460 ","[ ""Madman Entertainment"" ]",AU
66134b40ab14b5df5ef924d0,2011,True Grit,"$8,501,649 ",236,234,26-Jan,"$1,938,353 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924d1,2010,Guzaarish,"$80,353 ",15,15,18-Nov,"$80,353 ","[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef924d2,2011,Limitless,"$8,134,446 ",205,204,17-Mar,"$1,888,810 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef924d3,2010,Summer Coda,"$77,769 ",24,24,21-Oct,"$63,254 ","[ ""Jump Street Films"" ]",AU
66134b40ab14b5df5ef924d4,2011,No Strings Attached,"$7,926,017 ",254,253,10-Feb,"$2,222,622 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924d5,2010,Rare Exports: A Christmas Tale,"$76,289 ",14,14,2-Dec,"$17,897 ","[ ""Icon Film Distribution"" ]",AU
66134b40ab14b5df5ef924d6,2011,The Help,"$7,898,696 ",280,280,1-Sep,"$1,113,903 ","[ ""Walt Disney Pictures"" ]",AU
66134b40ab14b5df5ef924d7,2010,Action Replayy,"$60,617 ",16,16,4-Nov,"$60,617 ","[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef924d8,2011,We Bought a Zoo,"$7,755,984 ",235,116,26-Dec,"$1,520,756 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef924d9,2010,Ladies and Gentlemen: The Rolling Stones,"$59,810 ",44,44,28-Oct,"$59,810 ","[ ""Rialto Distribution"" ]",AU
66134b40ab14b5df5ef924da,2011,Paranormal Activity 3,"$7,685,432 ",207,192,20-Oct,"$3,038,518 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924db,2010,Cirque du Freak: The Vampire's Assistant,"$59,271 ",41,41,11-Mar,"$36,040 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef924dc,2011,Hall Pass,"$7,584,094 ",306,305,3-Mar,"$2,003,419 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef924dd,2010,The Big Four,"$58,937 ",8,8,8-Jul,"$58,937 ","[ ""Sharmill Films"" ]",AU
66134b40ab14b5df5ef924de,2011,I Am Number Four,"$7,501,851 ",341,340,24-Feb,"$2,289,909 ","[ ""Walt Disney Pictures"" ]",AU
66134b40ab14b5df5ef924df,2010,We Are Family,"$58,215 ",14,14,2-Sep,"$58,215 ","[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef924e0,2011,Zookeeper,"$7,423,297 ",253,252,8-Sep,"$1,879,199 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef924e1,2010,Greenberg,"$57,653 ",42,42,22-Jul,"$57,653 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef924e2,2011,Midnight in Paris,"$7,328,764 ",162,98,20-Oct,"$1,060,757 ","[ ""Entertainment One"" ]",AU
66134b40ab14b5df5ef924e3,2010,Khatta Meetha,"$57,277 ",11,11,22-Jul,"$57,277 ","[ ""Eros Worldwide"" ]",AU
66134b40ab14b5df5ef924e4,2011,Gnomeo & Juliet,"$7,287,184 ",231,222,17-Feb,"$1,964,889 ","[ ""Walt Disney Pictures"" ]",AU
66134b40ab14b5df5ef924e5,2010,Veer,"$57,168 ",11,11,21-Jan,"$57,168 ","[ ""Eros Worldwide"" ]",AU
66134b40ab14b5df5ef924e6,2011,The Adjustment Bureau,"$7,228,501 ",242,242,3-Mar,"$1,819,508 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef924e7,2010,A Prophet,"$49,865 ",11,11,11-Feb,"$45,909 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef924e8,2011,Friends with Benefits,"$7,135,327 ",251,247,18-Aug,"$2,588,197 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef924e9,2010,Break Ke Baad,"$43,547 ",16,16,25-Nov,"$43,547 ","[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef924ea,2011,Paul,"$7,029,774 ",203,203,14-Apr,"$2,320,571 ","[ ""Universal Pictures International (UPI)"" ]",AU
66134b40ab14b5df5ef924eb,2010,Peepli Live,"$42,824 ",7,7,12-Aug,"$42,824 ","[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef924ec,2011,Green Lantern,"$7,006,138 ",400,400,11-Aug,"$3,151,905 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef924ed,2010,Aisha,"$39,630 ",11,11,5-Aug,"$39,630 ","[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef924ee,2011,Diary of a Wimpy Kid: Rodrick Rules,"$6,219,246 ",248,245,14-Apr,"$1,530,981 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef924ef,2010,Badmaash Company,"$38,132 ",10,10,6-May,"$38,132 ","[ ""Mind Blowing Films"" ]",AU
66134b40ab14b5df5ef924f0,2011,The Fighter,"$6,120,836 ",209,206,20-Jan,"$1,476,386 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef924f1,2010,Accidents Happen,"$36,857 ",12,12,22-Apr,"$36,857 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef924f2,2011,Unstoppable,"$5,977,260 ",280,280,6-Jan,"$2,243,264 ","[ ""20th Century Fox International"" ]",AU
66134b40ab14b5df5ef924f3,2010,Please Give,"$36,005 ",11,11,9-Sep,"$36,005 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef924f4,2011,Source Code,"$5,951,576 ",205,201,5-May,"$1,628,245 ","[ ""Hopscotch Films"" ]",AU
66134b40ab14b5df5ef924f5,2010,"Food, Inc.","$34,479 ",8,8,20-May,"$32,654 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef924f6,2011,Battle Los Angeles,"$5,891,584 ",331,328,17-Mar,"$2,561,590 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef924f7,2010,Partir,"$34,437 ",13,13,22-Jul,"$34,437 ","[ ""Rialto Distribution"" ]",AU
66134b40ab14b5df5ef924f8,2011,Morning Glory,"$5,815,537 ",244,244,6-Jan,"$2,046,953 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924f9,2010,I'm Still Here,"$33,593 ",5,5,16-Sep,"$33,593 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef924fa,2011,Unknown,"$5,802,140 ",200,200,17-Feb,"$1,722,716 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef924fb,2011,Jack and Jill,"$5,704,261 ",285,285,1-Dec,"$1,795,020 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef924fc,2011,Cowboys & Aliens,"$5,536,688 ",266,266,18-Aug,"$2,121,786 ","[ ""Paramount Pictures International"" ]",AU
66134b40ab14b5df5ef924fd,2011,Arthur,"$5,292,540 ",231,229,21-Apr,"$1,461,672 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef924fe,2011,Contagion,"$5,272,109 ",237,235,20-Oct,"$1,644,364 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef924ff,2011,Moneyball,"$5,235,970 ",223,218,10-Nov,"$1,433,495 ","[ ""Sony Pictures Releasing"" ]",AU
66134b40ab14b5df5ef92500,2011,The Lincoln Lawyer,"$5,173,938 ",182,182,31-Mar,"$1,207,156 ","[ ""Roadshow Films"" ]",AU
66134b40ab14b5df5ef92501,2011,Red Riding Hood,"$4,800,119 ",205,204,24-Mar,"$1,789,702 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef92502,2011,The Lion King,"$4,671,620 ",194,194,22-Sep,"$899,753 ","[ ""Walt Disney Pictures"" ]",AU
66134b40ab14b5df5ef92503,2011,Sucker Punch,"$4,590,740 ",248,247,7-Apr,"$1,828,955 ","[ ""Warner Bros."" ]",AU
66134b40ab14b5df5ef92504,2011,The Ides of March,"$4,588,966 ",87,84,24-Nov,"$914,415 ","[ ""Roadshow Films"" ]",AU
