_id,year,title,gross_box_office,max_theater,open_theater,open_week,opening,Distributor,Domestic
66134b3dab14b5df5ef91cd7,2000,Mission: Impossible II,"$13,164,272 ",-,-,1-Jun,-,null,AU
66134b3dab14b5df5ef91cd8,2000,American Beauty,"$12,253,693 ",-,-,26-Jan,-,null,AU
66134b3dab14b5df5ef91cd9,2000,Meet the Parents,"$11,549,612 ",267,266,26-Dec,"$2,814,991 ",null,AU
66134b3dab14b5df5ef91cda,2000,Charlie's Angels,"$10,176,579 ",296,-,23-Nov,-,null,AU
66134b3dab14b5df5ef91cdb,2000,The Dish,"$9,583,391 ",189,-,19-Oct,-,"[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91cdc,2000,Chicken Run,"$8,487,916 ",296,296,7-Dec,"$1,119,345 ",null,AU
66134b3dab14b5df5ef91cdd,2000,X-Men,"$6,481,541 ",-,-,13-Jul,-,null,AU
66134b3dab14b5df5ef91cde,2000,Vertical Limit,"$5,846,878 ",239,-,22-Dec,-,null,AU
66134b3dab14b5df5ef91cdf,2000,102 Dalmatians,"$5,806,633 ",257,-,22-Dec,-,null,AU
66134b3dab14b5df5ef91ce0,2000,Unbreakable,"$4,836,192 ",243,-,30-Nov,-,null,AU
66134b3dab14b5df5ef91ce1,2000,What Lies Beneath,"$4,651,385 ",169,-,2-Nov,-,null,AU
66134b3dab14b5df5ef91ce2,2000,Billy Elliot,"$3,384,423 ",152,-,2-Nov,-,null,AU
66134b3dab14b5df5ef91ce3,2000,Bring It On,"$3,320,888 ",154,127,14-Dec,"$751,800 ",null,AU
66134b3dab14b5df5ef91ce4,2000,Nutty Professor II: The Klumps,"$2,976,807 ",226,226,14-Dec,"$801,899 ",null,AU
66134b3dab14b5df5ef91ce5,2000,Shaft,"$2,848,689 ",20,-,26-Oct,-,null,AU
66134b3dab14b5df5ef91ce6,2000,Snatch,"$2,838,620 ",101,-,9-Nov,-,null,AU
66134b3dab14b5df5ef91ce7,2000,Little Nicky,"$1,794,298 ",179,-,22-Dec,-,null,AU
66134b3dab14b5df5ef91ce8,2000,Final Destination,"$1,706,462 ",-,-,13-Apr,-,null,AU
66134b3dab14b5df5ef91ce9,2000,The Cell,"$1,552,295 ",67,-,16-Nov,-,null,AU
66134b3dab14b5df5ef91cea,2000,Fantasia 2000,"$1,160,024 ",5,-,1-Jun,-,null,AU
66134b3dab14b5df5ef91ceb,2000,"O Brother, Where Art Thou?","$1,032,108 ",41,-,22-Dec,-,null,AU
66134b3dab14b5df5ef91cec,2000,Saving Grace,"$922,219 ",23,-,12-Oct,-,null,AU
66134b3dab14b5df5ef91ced,2000,The Replacements,"$738,417 ",9,-,9-Nov,-,null,AU
66134b3dab14b5df5ef91cee,2000,Himalaya,"$725,093 ",14,-,22-Dec,-,null,AU
66134b3dab14b5df5ef91cef,2000,Autumn in New York,"$602,831 ",77,-,23-Nov,-,null,AU
66134b3dab14b5df5ef91cf0,2000,Better Than Sex,"$593,140 ",32,-,9-Nov,-,null,AU
66134b3dab14b5df5ef91cf1,2000,Alaska: Spirit of the Wild,"$553,541 ",3,-,1-Jun,-,null,AU
66134b3dab14b5df5ef91cf2,2000,Red Planet,"$433,118 ",129,129,7-Dec,"$231,426 ",null,AU
66134b3dab14b5df5ef91cf3,2000,Michael Jordan to the Max,"$392,408 ",5,-,7-Sep,-,null,AU
66134b3dab14b5df5ef91cf4,2000,Thomas and the Magic Railroad,"$378,150 ",143,141,14-Dec,"$83,118 ",null,AU
66134b3dab14b5df5ef91cf5,2000,Alien Adventure,"$338,414 ",1,-,16-Nov,-,null,AU
66134b3dab14b5df5ef91cf6,2000,The Magic Pudding,"$315,957 ",131,131,14-Dec,"$66,283 ",null,AU
66134b3dab14b5df5ef91cf7,2000,Sunshine,"$310,175 ",25,-,22-Dec,-,null,AU
66134b3dab14b5df5ef91cf8,2000,Widow of St. Pierre,"$126,351 ",6,-,12-Oct,-,null,AU
66134b3dab14b5df5ef91cf9,2000,The Million Dollar Hotel,"$45,994 ",15,-,30-Nov,-,null,AU
66134b3dab14b5df5ef91cfa,2003,The Matrix Reloaded,"$22,070,814 ",482,-,15-May,-,null,AU
66134b3dab14b5df5ef91cfb,2003,Pirates of the Caribbean: The Curse of the Black Pearl,"$18,476,252 ",377,-,11-Sep,-,null,AU
66134b3dab14b5df5ef91cfc,2003,Bruce Almighty,"$13,558,467 ",322,-,19-Jun,-,null,AU
66134b3dab14b5df5ef91cfd,2003,The Matrix Revolutions,"$13,015,662 ",456,-,6-Nov,-,null,AU
66134b3dab14b5df5ef91cfe,2003,Charlie's Angels: Full Throttle,"$12,517,483 ",392,-,3-Jul,-,null,AU
66134b3dab14b5df5ef91cff,2003,Terminator 3: Rise of the Machines,"$12,352,558 ",378,-,17-Jul,-,null,AU
66134b3dab14b5df5ef91d00,2003,X2,"$10,654,741 ",359,-,30-Apr,-,null,AU
66134b3dab14b5df5ef91d01,2003,Master and Commander: The Far Side of the World,"$10,396,176 ",325,-,4-Dec,-,null,AU
66134b3dab14b5df5ef91d02,2003,Daddy Day Care,"$9,817,371 ",331,-,26-Jun,-,null,AU
66134b3dab14b5df5ef91d03,2003,8 Mile,"$9,663,658 ",243,-,16-Jan,-,null,AU
66134b3dab14b5df5ef91d04,2003,Two Weeks Notice,"$9,223,580 ",253,-,1-Jan,-,null,AU
66134b3dab14b5df5ef91d05,2003,2 Fast 2 Furious,"$9,123,961 ",301,-,5-Jun,-,null,AU
66134b3dab14b5df5ef91d06,2003,Catch Me If You Can,"$8,648,013 ",296,-,9-Jan,-,null,AU
66134b3dab14b5df5ef91d07,2003,American Wedding,"$8,370,008 ",310,-,7-Aug,-,null,AU
66134b3dab14b5df5ef91d08,2003,Bad Boys II,"$7,680,900 ",273,-,18-Sep,-,null,AU
66134b3dab14b5df5ef91d09,2003,Johnny English,"$7,664,271 ",252,-,10-Apr,-,null,AU
66134b3dab14b5df5ef91d0a,2003,How to Lose a Guy in 10 Days,"$7,287,449 ",246,-,24-Apr,-,"[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d0b,2003,Anger Management,"$7,116,457 ",325,-,17-Apr,-,null,AU
66134b3dab14b5df5ef91d0c,2003,The Italian Job,"$6,904,291 ",260,-,21-Aug,-,null,AU
66134b3dab14b5df5ef91d0d,2003,Brother Bear,"$6,747,370 ",260,-,26-Dec,-,null,AU
66134b3dab14b5df5ef91d0e,2003,Hulk,"$6,449,412 ",341,-,26-Jun,-,null,AU
66134b3dab14b5df5ef91d0f,2003,The League of Extraordinary Gentlemen,"$6,425,735 ",211,-,2-Oct,-,null,AU
66134b3dab14b5df5ef91d10,2003,Peter Pan,"$6,298,228 ",269,-,18-Dec,-,null,AU
66134b3dab14b5df5ef91d11,2003,Scary Movie 3,"$6,072,297 ",305,-,11-Dec,-,null,AU
66134b3dab14b5df5ef91d12,2003,S.W.A.T.,"$5,911,294 ",246,-,27-Nov,-,null,AU
66134b3dab14b5df5ef91d13,2003,Intolerable Cruelty,"$5,816,924 ",230,-,23-Oct,-,null,AU
66134b3dab14b5df5ef91d14,2003,Whale Rider,"$5,208,397 ",203,-,8-May,-,null,AU
66134b3dab14b5df5ef91d15,2003,Maid in Manhattan,"$5,162,487 ",308,-,6-Mar,-,null,AU
66134b3dab14b5df5ef91d16,2003,Calendar Girls,"$5,148,042 ",185,-,9-Oct,-,null,AU
66134b3dab14b5df5ef91d17,2003,Ned Kelly,"$5,040,860 ",354,-,27-Mar,-,null,AU
66134b3dab14b5df5ef91d18,2003,Mystic River,"$4,765,090 ",83,-,20-Nov,-,null,AU
66134b3dab14b5df5ef91d19,2003,Just Married,"$4,647,909 ",269,-,20-Feb,-,null,AU
66134b3dab14b5df5ef91d1a,2003,Daredevil,"$4,539,133 ",305,-,20-Mar,-,null,AU
66134b3dab14b5df5ef91d1b,2003,Gangs of New York,"$4,448,367 ",269,-,13-Feb,-,null,AU
66134b3dab14b5df5ef91d1c,2003,Spy Kids 2: Island of Lost Dreams,"$4,440,825 ",260,-,9-Jan,-,null,AU
66134b3dab14b5df5ef91d1d,2003,"Legally Blonde 2: Red, White & Blonde","$4,255,293 ",264,-,11-Sep,-,null,AU
66134b3dab14b5df5ef91d1e,2003,Lara Croft: Tomb Raider - The Cradle of Life,"$4,173,144 ",221,-,25-Sep,-,null,AU
66134b3dab14b5df5ef91d1f,2003,The Hours,"$3,961,950 ",142,-,20-Feb,-,null,AU
66134b3dab14b5df5ef91d20,2003,What a Girl Wants,"$3,534,182 ",171,-,3-Apr,-,null,AU
66134b3dab14b5df5ef91d21,2003,I Spy,"$3,366,225 ",168,-,23-Jan,-,null,AU
66134b3dab14b5df5ef91d22,2003,The Lizzie McGuire Movie,"$3,212,434 ",203,-,29-May,-,null,AU
66134b3dab14b5df5ef91d23,2003,Phone Booth,"$3,143,533 ",177,-,22-May,-,null,AU
66134b3dab14b5df5ef91d24,2003,The Quiet American,"$2,954,629 ",67,-,16-Jan,-,null,AU
66134b3dab14b5df5ef91d25,2003,Sinbad: Legend of the Seven Seas,"$2,942,814 ",215,-,3-Jul,-,null,AU
66134b3dab14b5df5ef91d26,2003,Looney Tunes: Back in Action,"$2,891,437 ",228,-,11-Dec,-,null,AU
66134b3dab14b5df5ef91d27,2003,Identity,"$2,885,854 ",178,-,31-Jul,-,null,AU
66134b3dab14b5df5ef91d28,2003,Japanese Story,"$2,862,768 ",58,-,25-Sep,-,"[ ""Big Bull Productions"" ]",AU
66134b3dab14b5df5ef91d29,2003,The Jungle Book 2,"$2,834,861 ",280,-,10-Apr,-,null,AU
66134b3dab14b5df5ef91d2a,2003,The Hot Chick,"$2,827,463 ",147,-,1-Jan,-,null,AU
66134b3dab14b5df5ef91d2b,2003,Shanghai Knights,"$2,795,786 ",187,-,10-Apr,-,null,AU
66134b3dab14b5df5ef91d2c,2003,Bringing Down the House,"$2,749,435 ",219,-,3-Apr,-,null,AU
66134b3dab14b5df5ef91d2d,2005,Star Wars: Episode III - Revenge of the Sith,"$27,248,575 ",-,-,19-May,"$10,446,272 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d2f,2005,Harry Potter and the Goblet of Fire,"$26,734,333 ",552,552,1-Dec,"$9,217,024 ","[ ""Warner Bros."" ]",AU
66134b3dab14b5df5ef91d30,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$25,842,771 ",422,419,26-Dec,"$4,872,885 ","[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d2e,2003,Rugrats Go Wild,"$2,662,316 ",214,-,18-Sep,-,null,AU
66134b3dab14b5df5ef91d31,2005,Madagascar,"$19,539,058 ",-,-,16-Jun,"$3,575,734 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d32,2003,The Texas Chainsaw Massacre,"$2,636,548 ",175,-,20-Nov,-,null,AU
66134b3dab14b5df5ef91d33,2005,Charlie and the Chocolate Factory,"$18,812,394 ",463,463,1-Sep,"$5,338,408 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d34,2003,Ripley's Game,"$2,618,035 ",182,-,17-Apr,-,null,AU
66134b3dab14b5df5ef91d35,2005,War of the Worlds,"$16,532,633 ",93,-,29-Jun,"$4,993,598 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d36,2003,About Schmidt,"$2,615,840 ",47,-,6-Feb,-,null,AU
66134b3dab14b5df5ef91d37,2005,King Kong,"$15,985,810 ",480,480,14-Dec,"$3,751,287 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d38,2003,Ghosts of the Abyss,"$2,596,425 ",2,-,4-Sep,-,"[ ""IMAX"" ]",AU
66134b3dab14b5df5ef91d39,2005,Mr. & Mrs. Smith,"$15,564,796 ",-,-,9-Jun,"$4,889,919 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d3a,2003,Jackass: The Movie,"$2,550,363 ",171,-,27-Feb,-,null,AU
66134b3dab14b5df5ef91d3b,2005,Wedding Crashers,"$12,646,659 ",391,-,11-Aug,"$3,295,754 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d3c,2003,Agent Cody Banks,"$2,472,917 ",194,-,18-Sep,-,null,AU
66134b3dab14b5df5ef91d3d,2005,Hitch,"$11,109,579 ",-,-,3-Mar,"$2,760,304 ","[ ""Sony Pictures Releasing"" ]",AU
66134b3dab14b5df5ef91d3e,2003,Seabiscuit,"$2,377,263 ",231,-,13-Nov,-,null,AU
66134b3dab14b5df5ef91d3f,2005,Robots,"$10,716,728 ",-,-,24-Mar,"$1,935,859 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d40,2005,Fantastic Four,"$9,199,594 ",162,-,7-Jul,"$2,788,855 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d41,2003,Kangaroo Jack,"$2,315,484 ",261,-,10-Apr,-,null,AU
66134b3dab14b5df5ef91d42,2005,Fun with Dick and Jane,"$8,656,151 ",246,244,26-Dec,"$1,757,076 ","[ ""Sony Pictures Releasing"" ]",AU
66134b3dab14b5df5ef91d43,2003,Piglet's Big Movie,"$2,315,222 ",231,-,29-May,-,null,AU
66134b3dab14b5df5ef91d44,2005,The Pacifier,"$8,626,450 ",-,-,24-Mar,"$614,122 ","[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d45,2003,The Recruit,"$2,313,089 ",148,-,27-Feb,-,null,AU
66134b3dab14b5df5ef91d46,2005,Wallace & Gromit: The Curse of the Were-Rabbit,"$8,266,080 ",299,299,15-Sep,"$1,314,309 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d47,2003,One Hour Photo,"$2,290,485 ",158,-,30-Jan,-,null,AU
66134b3dab14b5df5ef91d48,2005,The Longest Yard,"$8,123,714 ",-,-,2-Jun,"$2,494,584 ","[ ""Sony Pictures Releasing"" ]",AU
66134b3dab14b5df5ef91d49,2003,The Pianist,"$2,255,498 ",53,-,6-Mar,-,null,AU
66134b3dab14b5df5ef91d4a,2005,The Dukes of Hazzard,"$7,900,398 ",275,275,15-Sep,"$2,734,637 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d4b,2003,Runaway Jury,"$2,220,579 ",196,-,30-Oct,-,null,AU
66134b3dab14b5df5ef91d4c,2005,Bewitched,"$7,357,198 ",63,-,7-Jul,"$2,644,720 ","[ ""Sony Pictures Releasing"" ]",AU
66134b3dab14b5df5ef91d4d,2003,The Wild Thornberrys,"$2,152,828 ",255,-,10-Apr,-,null,AU
66134b3dab14b5df5ef91d4e,2005,Herbie Fully Loaded,"$7,221,400 ",-,-,23-Jun,"$986,380 ","[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d4f,2003,Fat Pizza,"$2,146,843 ",101,-,10-Apr,-,"[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d50,2005,The Hitchhiker's Guide to the Galaxy,"$6,968,687 ",-,-,28-Apr,"$2,090,414 ","[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d51,2003,Freddy vs. Jason,"$2,129,638 ",188,-,23-Oct,-,null,AU
66134b3dab14b5df5ef91d52,2005,Monster-in-Law,"$6,920,116 ",236,-,21-Jul,"$1,860,737 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d53,2003,Dreamcatcher,"$1,892,168 ",155,-,3-Apr,-,null,AU
66134b3dab14b5df5ef91d54,2005,The 40-Year-Old Virgin,"$6,838,853 ",256,243,6-Oct,"$1,608,724 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d55,2003,Final Destination 2,"$1,879,963 ",142,-,6-Mar,-,null,AU
66134b3dab14b5df5ef91d56,2005,The Aviator,"$6,793,652 ",-,-,10-Feb,-,"[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d57,2003,Matchstick Men,"$1,849,458 ",127,-,2-Oct,-,null,AU
66134b3dab14b5df5ef91d58,2005,Cheaper by the Dozen 2,"$6,775,165 ",223,223,22-Dec,"$894,522 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d59,2003,Star Trek: Nemesis,"$1,809,302 ",181,-,6-Feb,-,null,AU
66134b3dab14b5df5ef91d5a,2005,Racing Stripes,"$6,721,094 ",226,-,6-Jan,-,"[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d5b,2003,Analyze That,"$1,793,537 ",187,-,16-Jan,-,null,AU
66134b3dab14b5df5ef91d5c,2005,Million Dollar Baby,"$6,572,534 ",-,-,3-Feb,"$720,741 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d5d,2003,Bugs!,"$1,712,555 ",2,-,10-Apr,-,null,AU
66134b3dab14b5df5ef91d5e,2005,Finding Neverland,"$6,279,964 ",216,-,1-Jan,-,"[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d5f,2003,Down with Love,"$1,711,224 ",173,-,14-Aug,-,null,AU
66134b3dab14b5df5ef91d60,2005,Miss Congeniality 2: Armed & Fabulous,"$6,266,980 ",-,-,24-Mar,"$1,843,102 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d61,2003,Bulletproof Monk,"$1,566,435 ",137,-,12-Jun,-,null,AU
66134b3dab14b5df5ef91d62,2005,Kingdom of Heaven,"$6,262,849 ",-,-,5-May,"$2,026,981 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d63,2003,Cradle 2 the Grave,"$1,550,475 ",119,-,27-Mar,-,null,AU
66134b3dab14b5df5ef91d64,2005,Constantine,"$6,101,633 ",-,-,24-Feb,"$2,343,894 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d65,2003,28 Days Later,"$1,474,915 ",147,-,4-Sep,-,null,AU
66134b3dab14b5df5ef91d66,2005,In Her Shoes,"$6,071,349 ",292,290,13-Oct,"$1,220,446 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d67,2003,Bad Eggs,"$1,468,982 ",172,-,24-Jul,-,null,AU
66134b3dab14b5df5ef91d68,2005,Flightplan,"$5,680,211 ",314,313,10-Nov,"$1,591,294 ","[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d69,2003,Winged Migration,"$1,462,580 ",25,-,19-Jun,-,null,AU
66134b3dab14b5df5ef91d6a,2005,The Interpreter,"$5,538,473 ",-,-,14-Apr,"$1,279,458 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d6b,2003,Tears of the Sun,"$1,449,248 ",160,-,14-Aug,-,null,AU
66134b3dab14b5df5ef91d6c,2005,The SpongeBob SquarePants Movie,"$5,389,450 ",248,-,6-Jan,-,"[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d6d,2003,Gettin' Square,"$1,422,008 ",132,-,9-Oct,-,null,AU
66134b3dab14b5df5ef91d6e,2005,Pride & Prejudice,"$5,332,568 ",231,227,20-Oct,"$1,102,941 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d6f,2003,Old School,"$1,416,741 ",178,-,29-May,-,null,AU
66134b3dab14b5df5ef91d70,2005,Sky High,"$5,083,561 ",248,114,8-Sep,"$289,680 ","[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d71,2003,Basic,"$1,386,905 ",156,-,29-May,-,null,AU
66134b3dab14b5df5ef91d72,2005,Sin City,"$4,803,731 ",100,-,14-Jul,"$1,451,231 ","[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d73,2003,The Master of Disguise,"$1,279,529 ",142,-,1-Jan,-,null,AU
66134b3dab14b5df5ef91d74,2005,The Island,"$4,742,239 ",244,-,28-Jul,"$1,401,617 ","[ ""Warner Bros."" ]",AU
66134b3dab14b5df5ef91d75,2003,Like Mike,"$1,260,454 ",156,-,16-Jan,-,null,AU
66134b3dab14b5df5ef91d76,2005,Just Like Heaven,"$4,616,017 ",168,168,26-Dec,"$931,976 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d77,2003,Russian Ark,"$1,171,556 ",12,-,1-May,-,null,AU
66134b3dab14b5df5ef91d78,2005,Wolf Creek,"$4,560,118 ",151,151,3-Nov,"$895,609 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d79,2003,In the Cut,"$1,097,392 ",56,-,13-Nov,-,null,AU
66134b3dab14b5df5ef91d7a,2005,Cinderella Man,"$4,558,675 ",294,293,29-Sep,"$1,045,946 ","[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d7b,2003,Hollywood Homicide,"$1,090,661 ",150,-,4-Sep,-,null,AU
66134b3dab14b5df5ef91d7c,2005,Ladder 49,"$4,558,279 ",221,-,6-Jan,-,"[ ""Buena Vista International"" ]",AU
66134b3dab14b5df5ef91d7d,2003,Uptown Girls,"$1,055,607 ",124,-,20-Nov,-,null,AU
66134b3dab14b5df5ef91d7e,2005,Closer,"$4,545,919 ",-,-,26-Jan,"$1,251,225 ","[ ""Sony Pictures Releasing"" ]",AU
66134b3dab14b5df5ef91d7f,2003,The Core,"$980,977 ",171,-,12-Jun,-,null,AU
66134b3dab14b5df5ef91d80,2005,Saw II,"$4,524,055 ",174,173,17-Nov,"$1,283,656 ","[ ""Hoyts Distribution"" ]",AU
66134b3dab14b5df5ef91d81,2003,The Real Cancun,"$965,434 ",106,-,10-Jul,-,null,AU
66134b3dab14b5df5ef91d82,2005,The Adventures of Sharkboy and Lavagirl 3-D,"$4,385,173 ",217,50,8-Sep,"$135,465 ","[ ""Sony Pictures Releasing"" ]",AU
66134b3dab14b5df5ef91d83,2003,White Oleander,"$912,291 ",173,-,12-Jun,-,null,AU
66134b3dab14b5df5ef91d84,2005,Mrs. Henderson Presents,"$4,375,495 ",92,61,26-Dec,"$418,507 ","[ ""Hoyts Distribution"" ]",AU
66134b3dab14b5df5ef91d85,2003,National Security,"$903,970 ",146,-,8-May,-,null,AU
66134b3dab14b5df5ef91d86,2005,The Ring Two,"$4,263,043 ",-,-,24-Mar,"$1,594,150 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d87,2003,Good Bye Lenin!,"$884,367 ",17,-,26-Dec,-,"[ ""Hopscotch Films"" ]",AU
66134b3dab14b5df5ef91d88,2005,Sahara,"$4,256,902 ",-,-,7-Apr,"$1,078,310 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d89,2003,Nowhere in Africa,"$855,643 ",12,-,17-Apr,-,null,AU
66134b3dab14b5df5ef91d8a,2005,Deuce Bigalow: European Gigolo,"$4,104,574 ",227,226,22-Sep,"$1,374,617 ","[ ""Sony Pictures Releasing"" ]",AU
66134b3dab14b5df5ef91d8b,2003,Mambo Italiano,"$841,655 ",113,-,23-Oct,-,null,AU
66134b3dab14b5df5ef91d8c,2005,Elektra,"$3,780,368 ",229,-,13-Jan,-,"[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d8d,2003,Punch-Drunk Love,"$840,999 ",30,-,3-Apr,-,null,AU
66134b3dab14b5df5ef91d8e,2005,Sideways,"$3,586,599 ",52,-,26-Jan,"$411,260 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d8f,2003,Confessions of a Dangerous Mind,"$821,534 ",43,-,24-Jul,-,null,AU
66134b3dab14b5df5ef91d90,2005,Hide and Seek,"$3,505,659 ",-,-,10-Feb,-,"[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d91,2003,Criminal Ways,"$815,731 ",147,-,25-Sep,-,null,AU
66134b3dab14b5df5ef91d92,2005,Be Cool,"$3,401,748 ",-,-,10-Mar,"$960,330 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d93,2003,I Capture the Castle,"$807,747 ",37,-,10-Jul,-,null,AU
66134b3dab14b5df5ef91d94,2005,Alexander,"$3,260,056 ",187,187,20-Jan,"$1,279,243 ","[ ""Warner Bros."" ]",AU
66134b3dab14b5df5ef91d95,2003,A Man Apart,"$788,976 ",151,-,12-Jun,-,null,AU
66134b3dab14b5df5ef91d96,2005,The Constant Gardener,"$3,259,780 ",138,138,17-Nov,"$469,203 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d97,2003,Swimming Pool,"$776,614 ",22,-,2-Oct,-,null,AU
66134b3dab14b5df5ef91d98,2005,Ray,"$3,210,179 ",76,-,26-Jan,"$572,390 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91d99,2003,Far from Heaven,"$776,437 ",63,-,6-Feb,-,null,AU
66134b3dab14b5df5ef91d9a,2005,Bride & Prejudice,"$3,201,260 ",-,-,17-Feb,"$783,469 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91d9b,2003,View from the Top,"$748,212 ",109,-,31-Jul,-,null,AU
66134b3dab14b5df5ef91d9c,2005,The Amityville Horror,"$3,078,704 ",-,-,14-Apr,"$769,856 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d9d,2003,The Magdalene Sisters,"$711,770 ",17,-,17-Apr,-,null,AU
66134b3dab14b5df5ef91d9e,2005,Guess Who,"$3,038,601 ",-,-,7-Apr,"$753,945 ","[ ""20th Century Fox International"" ]",AU
66134b3dab14b5df5ef91d9f,2003,Half Past Dead,"$662,745 ",106,-,20-Feb,-,null,AU
66134b3dab14b5df5ef91da0,2005,Wild Safari - A South African Adventure,"$2,987,134 ",2,-,16-Jun,-,"[ ""IMAX"" ]",AU
66134b3dab14b5df5ef91da2,2003,The In-Laws,"$655,216 ",153,-,28-Aug,-,null,AU
66134b3dab14b5df5ef91da1,2005,In Good Company,"$2,943,694 ",-,-,21-Apr,"$776,661 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91da3,2003,The Life of David Gale,"$654,583 ",155,-,22-May,-,null,AU
66134b3dab14b5df5ef91da4,2005,The Upside of Anger,"$2,851,887 ",-,-,12-May,"$580,642 ","[ ""Hoyts Distribution"" ]",AU
66134b3dab14b5df5ef91da5,2003,The Divorce,"$651,762 ",49,-,6-Nov,-,null,AU
66134b3dab14b5df5ef91da6,2005,The Legend of Zorro,"$2,830,338 ",181,181,26-Dec,"$667,448 ","[ ""Roadshow Films"" ]",AU
66134b3dab14b5df5ef91da7,2003,Danny Deckchair,"$645,618 ",186,-,31-Jul,-,null,AU
66134b3dab14b5df5ef91da8,2005,Ladies in Lavender,"$2,824,577 ",-,-,24-Mar,"$220,308 ","[ ""Icon Film Distribution"" ]",AU
66134b3dab14b5df5ef91da9,2003,Darkness Falls,"$637,686 ",110,-,28-Aug,-,null,AU
66134b3dab14b5df5ef91daa,2005,Red Eye,"$2,775,666 ",175,175,1-Sep,"$837,316 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91dab,2005,Little Fish,"$2,719,751 ",63,45,8-Sep,"$351,660 ","[ ""Icon Film Distribution"" ]",AU
66134b3dab14b5df5ef91dac,2003,Confidence,"$620,842 ",101,-,24-Jul,-,null,AU
66134b3dab14b5df5ef91dad,2005,Doom,"$2,611,978 ",187,187,27-Oct,"$1,097,586 ","[ ""United International Pictures"" ]",AU
66134b3dab14b5df5ef91dae,2003,The Medallion,"$600,948 ",77,-,30-Oct,-,null,AU
66134b3dab14b5df5ef91daf,2005,Raise Your Voice,"$2,532,118 ",117,-,1-Jan,-,"[ ""Hoyts Distribution"" ]",AU
66134b3dab14b5df5ef91db0,2003,Good Boy,"$594,801 ",169,-,27-Nov,-,null,AU
66134b3dab14b5df5ef91db2,2003,Mrs Caldicot's Cabbage War,"$584,141 ",20,-,15-May,-,null,AU
66134b3dab14b5df5ef91db1,2005,Corpse Bride,"$2,500,350 ",163,163,17-Nov,"$682,683 ","[ ""Warner Bros."" ]",AU
