_id,Distributor,gross_box_office,max_theater,open_theater,open_week,opening,title,year,Domestic
6613478120c516ce485cfaf5,"[ ""Universal Pictures International (UPI)"" ]","$2,234,037 ",52,-,20-Jun,-,The Secret Life of Pets 2,2019,HK
6613478120c516ce485cfaf6,"[ ""Warner Bros."" ]","$2,200,000 ",-,-,12-Sep,-,It Chapter Two,2019,HK
6613478120c516ce485cfaf7,"[ ""Walt Disney Pictures"" ]","$2,125,503 ",-,-,17-Jan,-,Glass,2019,HK
6613478120c516ce485cfaf8,"[ ""Walt Disney Pictures"" ]","$2,118,015 ",-,-,28-Mar,-,Dumbo,2019,HK
6613478120c516ce485cfaf9,null,"$2,050,998 ",-,-,29-Aug,-,Angel Has Fallen,2019,HK
6613478120c516ce485cfafa,"[ ""Edko Films"" ]","$2,035,665 ",-,-,26-Dec,"$548,857 ",Ashfall,2019,HK
6613478120c516ce485cfafb,"[ ""Intercontinental Film Distributors (HK)"" ]","$1,929,389 ",30,-,10-Jan,-,Green Book,2019,HK
6613478120c516ce485cfafc,"[ ""Golden Scene"" ]","$1,878,336 ",54,54,28-Nov,"$513,121 ",Knives Out,2019,HK
6613478120c516ce485cfafd,"[ ""Warner Bros."" ]","$1,700,000 ",-,-,4-Jul,-,Annabelle Comes Home,2019,HK
6613478120c516ce485cfafe,"[ ""Edko Films"" ]","$1,572,428 ",-,-,28-Mar,-,Extreme Job,2019,HK
6613478120c516ce485cfaff,"[ ""Walt Disney Pictures"" ]","$1,484,628 ",-,-,14-Nov,"$399,693 ",Ford v Ferrari,2019,HK
6613478120c516ce485cfb00,null,"$1,423,058 ",-,-,5-Dec,"$283,312 ",Detention,2019,HK
6613478120c516ce485cfb01,null,"$1,188,303 ",-,-,25-Jul,-,Once Upon a Time... in Hollywood,2019,HK
6613478120c516ce485cfb02,"[ ""Intercontinental Film Distributors (HK)"" ]","$1,158,854 ",-,-,8-Aug,-,Doraemon: Nobita's Chronicle of the Moon Exploration,2019,HK
6613478120c516ce485cfb03,"[ ""Sony Pictures Releasing"" ]","$1,147,284 ",128,-,14-Mar,-,Escape Room,2019,HK
6613478120c516ce485cfb04,"[ ""Intercontinental Film Distributors (HK)"" ]","$1,136,540 ",-,-,6-Jun,-,Chasing the Dragon II: Wild Wild Bunch,2019,HK
6613478120c516ce485cfb05,"[ ""Universal Pictures International (UPI)"" ]","$1,132,114 ",47,-,9-May,-,The Hustle,2019,HK
6613478120c516ce485cfb06,"[ ""Intercontinental Film Distributors (HK)"" ]","$1,114,628 ",-,-,17-Apr,-,Hotel Mumbai,2019,HK
6613478120c516ce485cfb07,"[ ""Walt Disney Pictures"" ]","$1,067,788 ",-,-,31-Jan,-,Mary Poppins Returns,2019,HK
6613478120c516ce485cfb08,"[ ""Paramount Pictures International"" ]","$1,051,355 ",-,-,10-Oct,-,Gemini Man,2019,HK
6613478120c516ce485cfb09,"[ ""Sony Pictures Releasing"" ]","$1,022,668 ",132,-,15-Aug,-,The Angry Birds Movie 2,2019,HK
6613478120c516ce485cfb0a,"[ ""Edko Films"" ]","$1,018,511 ",-,-,22-Aug,-,The Divine Fury,2019,HK
6613478120c516ce485cfb0b,"[ ""Edko Films"" ]","$1,000,931 ",-,-,21-Mar,-,Masquerade Hotel,2019,HK
6613478120c516ce485cfb0c,null,"$982,037 ",-,-,12-Sep,-,Fagara,2019,HK
6613478120c516ce485cfb0d,"[ ""Golden Scene"" ]","$960,364 ",-,-,8-Aug,-,Line Walker 2: Invisible Spy,2019,HK
6613478120c516ce485cfb0e,"[ ""Universal Pictures International (UPI)"" ]","$957,309 ",49,45,31-Oct,"$410,209 ",The Addams Family,2019,HK
6613478120c516ce485cfb0f,null,"$942,783 ",-,-,7-Nov,"$62,630 ",Midway,2019,HK
6613478120c516ce485cfb10,null,"$918,766 ",-,-,21-Feb,-,The Command,2019,HK
6613478120c516ce485cfb11,"[ ""Edko Films"" ]","$904,303 ",-,-,5-Sep,-,Anna,2019,HK
6613478120c516ce485cfb12,"[ ""Edko Films"" ]","$886,382 ",-,-,17-Oct,"$41,896 ",A Witness Out of the Blue,2019,HK
6613478120c516ce485cfb13,"[ ""Paramount Pictures International"" ]","$852,394 ",-,-,29-Aug,-,Crawl,2019,HK
6613478120c516ce485cfb14,null,"$833,980 ",-,-,15-Aug,-,Little Q,2019,HK
6613478120c516ce485cfb15,null,"$816,204 ",-,-,18-Apr,-,The Queen's Corgi,2019,HK
6613478120c516ce485cfb16,"[ ""Universal Pictures International (UPI)"" ]","$813,615 ",55,-,5-Dec,"$229,027 ",Last Christmas,2019,HK
6613478120c516ce485cfb17,"[ ""Walt Disney Pictures"" ]","$812,006 ",-,-,26-Sep,-,Ad Astra,2019,HK
